Source,Target,Opinion
The Red Sashes,The Weeping Lady,0.0
The Red Sashes,The Wraiths,0.0
The Red Sashes,The Players,0.0
Sailors,The Billhooks,-2.0
Sailors,The Brigade,0.0
Sailors,Bluecoats,0.0
Sailors,Cabbies,1.0
Sailors,The Church of the Ecstasy of the Flesh,0.0
Sailors,The Circle of Flame,0.0
Sailors,The Crows,0.0
Sailors,Cyphers,1.0
Sailors,Deathlands Scavengers,0.0
Sailors,The Dimmer Sisters,0.0
Sailors,Dockers,-1.0
Sailors,The Fog Hounds,0.0
Sailors,The Forgotten Gods,1.0
Sailors,The Foundation,-1.0
Sailors,Gondoliers,0.09251165815415019
Sailors,The Gray Cloaks,0.0
Sailors,The Grinders,0.0
Sailors,The Hive,0.0
Sailors,The Horde,0.0
Sailors,Imperial Military,0.0
Sailors,Ink Rakes,0.0
Sailors,Inspectors,-0.11191699375264652
Sailors,Ironhook Prison,0.0
Sailors,The Lampblacks,0.09009443633151426
Sailors,Leviathan Hunters,0.0
Sailors,Lord Scurlock,0.0
Sailors,The Lost,0.0
Sailors,Ministry of Preservation,-1.8461397141559046
Sailors,The Path of Echoes,0.0
Sailors,Rail Jacks,-0.030239197393099992
Sailors,The Reconciled,-0.15201442195320547
Sailors,The Red Sashes,0.0
Sailors,Sailors,0.0
Sailors,The Silver Nails,-1.0
Sailors,Skovlander Refugees,0.0
Sailors,Sparkwrights,1.0
Sailors,Spirit Wardens,0.002747810424710617
Sailors,Ulf Ironborn,0.0
Sailors,The Unseen,0.0
Sailors,The Weeping Lady,0.0
Sailors,The Wraiths,0.0
Sailors,The Players,0.25
The Silver Nails,The Billhooks,0.5
The Silver Nails,The Brigade,0.0
The Silver Nails,Bluecoats,-1.0
The Silver Nails,Cabbies,0.0
The Silver Nails,The Church of the Ecstasy of the Flesh,0.0
The Silver Nails,The Circle of Flame,0.0
The Silver Nails,The Crows,0.0
The Silver Nails,Cyphers,0.0
The Silver Nails,Deathlands Scavengers,0.3901639372474375
The Silver Nails,The Dimmer Sisters,2.0
The Silver Nails,Dockers,0.25
The Silver Nails,The Fog Hounds,0.0
The Silver Nails,The Forgotten Gods,0.0
The Silver Nails,The Foundation,0.0
The Silver Nails,Gondoliers,0.09251165815415019
The Silver Nails,The Gray Cloaks,-1.0
The Silver Nails,The Grinders,-1.0
The Silver Nails,The Hive,0.0
The Silver Nails,The Horde,2.0
The Silver Nails,Imperial Military,0.0
The Silver Nails,Ink Rakes,0.1348272982638805
The Silver Nails,Inspectors,-0.9720207515618384
The Silver Nails,Ironhook Prison,-1.0034330980021002
The Silver Nails,The Lampblacks,-0.9099055636684857
The Silver Nails,Leviathan Hunters,0.0
The Silver Nails,Lord Scurlock,0.0
The Silver Nails,The Lost,0.0
The Silver Nails,Ministry of Preservation,0.15386028584409528
The Silver Nails,The Path of Echoes,0.0
The Silver Nails,Rail Jacks,1.0
The Silver Nails,The Reconciled,1.0
The Silver Nails,The Red Sashes,0.0
The Silver Nails,Sailors,-1.0
The Silver Nails,The Silver Nails,0.0
The Silver Nails,Skovlander Refugees,0.0
The Silver Nails,Sparkwrights,1.0
The Silver Nails,Spirit Wardens,-0.06182237663755169
The Silver Nails,Ulf Ironborn,2.0
The Silver Nails,The Unseen,0.08538549712117671
The Silver Nails,The Weeping Lady,0.0
The Silver Nails,The Wraiths,-1.0
The Silver Nails,The Players,-0.5
Skovlander Refugees,The Billhooks,0.5
Skovlander Refugees,The Brigade,0.0
Skovlander Refugees,Bluecoats,0.0
Skovlander Refugees,Cabbies,-1.0
Skovlander Refugees,The Church of the Ecstasy of the Flesh,0.0
Skovlander Refugees,The Circle of Flame,0.0
Skovlander Refugees,The Crows,0.0
Skovlander Refugees,Cyphers,0.0
Skovlander Refugees,Deathlands Scavengers,-0.6098360627525625
Skovlander Refugees,The Dimmer Sisters,0.0
Skovlander Refugees,Dockers,0.25
Skovlander Refugees,The Fog Hounds,0.0
Skovlander Refugees,The Forgotten Gods,0.0
Skovlander Refugees,The Foundation,0.0
Skovlander Refugees,Gondoliers,-1.0925116581541503
Skovlander Refugees,The Gray Cloaks,1.0
Skovlander Refugees,The Grinders,0.0
Skovlander Refugees,The Hive,-0.028232500570303132
Skovlander Refugees,The Horde,0.0
Skovlander Refugees,Imperial Military,0.0
Skovlander Refugees,Ink Rakes,1.0
Skovlander Refugees,Inspectors,-0.9720207515618384
Skovlander Refugees,Ironhook Prison,-0.0034330980021002877
Skovlander Refugees,The Lampblacks,-0.09009443633151426
Skovlander Refugees,Leviathan Hunters,0.0
Skovlander Refugees,Lord Scurlock,-1.0
Skovlander Refugees,The Lost,0.0
Skovlander Refugees,Ministry of Preservation,0.8461397141559047
Skovlander Refugees,The Path of Echoes,1.0
Skovlander Refugees,Rail Jacks,1.0
Skovlander Refugees,The Reconciled,0.0
Skovlander Refugees,The Red Sashes,0.0
Skovlander Refugees,Sailors,-1.0
Skovlander Refugees,The Silver Nails,0.0
Skovlander Refugees,Skovlander Refugees,0.0
Skovlander Refugees,Sparkwrights,-1.0
Skovlander Refugees,Spirit Wardens,1.0
Skovlander Refugees,Ulf Ironborn,0.0
Skovlander Refugees,The Unseen,0.08538549712117671
Skovlander Refugees,The Weeping Lady,0.03703243685873392
Skovlander Refugees,The Wraiths,0.0
Skovlander Refugees,The Players,1.5
Sparkwrights,The Billhooks,-0.5
Sparkwrights,The Brigade,0.0
Sparkwrights,Bluecoats,0.0
Sparkwrights,Cabbies,1.0
Sparkwrights,The Church of the Ecstasy of the Flesh,-2.0
Sparkwrights,The Circle of Flame,-1.0
Sparkwrights,The Crows,-0.9161074525132983
Sparkwrights,Cyphers,0.9374392371635735
Sparkwrights,Deathlands Scavengers,0.6098360627525625
Sparkwrights,The Dimmer Sisters,-1.0900779255900601
Sparkwrights,Dockers,-1.25
Sparkwrights,The Fog Hounds,0.0
Sparkwrights,The Forgotten Gods,0.0
Sparkwrights,The Foundation,0.0
Sparkwrights,Gondoliers,-0.6299533673833992
Sparkwrights,The Gray Cloaks,0.0
Sparkwrights,The Grinders,-1.25
Sparkwrights,The Hive,-1.0
Sparkwrights,The Horde,0.0
Sparkwrights,Imperial Military,0.0
Sparkwrights,Ink Rakes,2.0
Sparkwrights,Inspectors,1.0
Sparkwrights,Ironhook Prison,1.0034330980021002
Sparkwrights,The Lampblacks,0.36037774532605704
Sparkwrights,Leviathan Hunters,0.0
Sparkwrights,Lord Scurlock,0.0
Sparkwrights,The Lost,0.0
Sparkwrights,Ministry of Preservation,-3
Sparkwrights,The Path of Echoes,0.0
Sparkwrights,Rail Jacks,-1.0
Sparkwrights,The Reconciled,-0.15201442195320547
Sparkwrights,The Red Sashes,2.0
Sparkwrights,Sailors,0.0
Sparkwrights,The Silver Nails,-0.008448421206522838
Sparkwrights,Skovlander Refugees,-1.0
Sparkwrights,Sparkwrights,0.0
Sparkwrights,Spirit Wardens,0.002747810424710617
Sparkwrights,Ulf Ironborn,-0.18636024925465744
Sparkwrights,The Unseen,-0.08538549712117671
Sparkwrights,The Weeping Lady,-1.0
Sparkwrights,The Wraiths,-1.0
Sparkwrights,The Players,0.25
Spirit Wardens,The Billhooks,0.0
Spirit Wardens,The Brigade,-1.0
Spirit Wardens,Bluecoats,1.0
Spirit Wardens,Cabbies,1.0
Spirit Wardens,The Church of the Ecstasy of the Flesh,1.0
Spirit Wardens,The Circle of Flame,0.0
Spirit Wardens,The Crows,-1.0
Spirit Wardens,Cyphers,0.0
Spirit Wardens,Deathlands Scavengers,-2.0
Spirit Wardens,The Dimmer Sisters,0.9099220744099398
Spirit Wardens,Dockers,2.0
Spirit Wardens,The Fog Hounds,0.0
Spirit Wardens,The Forgotten Gods,1.0
Spirit Wardens,The Foundation,0.0
Spirit Wardens,Gondoliers,-2.0
Spirit Wardens,The Gray Cloaks,1.0
Spirit Wardens,The Grinders,0.0
Spirit Wardens,The Hive,-0.11293000228121253
Spirit Wardens,The Horde,0.0
Spirit Wardens,Imperial Military,-1.0
Spirit Wardens,Ink Rakes,-0.1348272982638805
Spirit Wardens,Inspectors,0.0
Spirit Wardens,Ironhook Prison,0.0
Spirit Wardens,The Lampblacks,0.0
Spirit Wardens,Leviathan Hunters,-1.0
Spirit Wardens,Lord Scurlock,0.0
Spirit Wardens,The Lost,1.0
Spirit Wardens,Ministry of Preservation,0.0
Spirit Wardens,The Path of Echoes,0.0
Spirit Wardens,Rail Jacks,0.0
Spirit Wardens,The Reconciled,0.30402884390641094
Spirit Wardens,The Red Sashes,1.0
Spirit Wardens,Sailors,0.0
Spirit Wardens,The Silver Nails,1.0084484212065228
Spirit Wardens,Skovlander Refugees,0.0
Spirit Wardens,Sparkwrights,0.11397668348663914
Spirit Wardens,Spirit Wardens,0.0
Spirit Wardens,Ulf Ironborn,0.0
Spirit Wardens,The Unseen,-1.0
Spirit Wardens,The Weeping Lady,0.0
Spirit Wardens,The Wraiths,2.0
Spirit Wardens,The Players,0.25
Ulf Ironborn,The Billhooks,0.0
Ulf Ironborn,The Brigade,0.0
Ulf Ironborn,Bluecoats,0.0
Ulf Ironborn,Cabbies,0.0
Ulf Ironborn,The Church of the Ecstasy of the Flesh,0.0
Ulf Ironborn,The Circle of Flame,2.0
Ulf Ironborn,The Crows,-1.1677850949734034
Ulf Ironborn,Cyphers,1.0
Ulf Ironborn,Deathlands Scavengers,0.0
Ulf Ironborn,The Dimmer Sisters,-0.09007792559006023
Ulf Ironborn,Dockers,0.0
Ulf Ironborn,The Fog Hounds,0.0
Ulf Ironborn,The Forgotten Gods,-1.0
Ulf Ironborn,The Foundation,-1.0
Ulf Ironborn,Gondoliers,0.0
Ulf Ironborn,The Gray Cloaks,0.0
Ulf Ironborn,The Grinders,0.5
Ulf Ironborn,The Hive,0.0
Ulf Ironborn,The Horde,1.0
Ulf Ironborn,Imperial Military,-1.0
Ulf Ironborn,Ink Rakes,0.0
Ulf Ironborn,Inspectors,0.0
Ulf Ironborn,Ironhook Prison,0.0
Ulf Ironborn,The Lampblacks,-1.0
Ulf Ironborn,Leviathan Hunters,1.0
Ulf Ironborn,Lord Scurlock,0.0
Ulf Ironborn,The Lost,0.0
Ulf Ironborn,Ministry of Preservation,-1.0
Ulf Ironborn,The Path of Echoes,0.0
Ulf Ironborn,Rail Jacks,0.0
Ulf Ironborn,The Reconciled,-1.0
Ulf Ironborn,The Red Sashes,0.0
Ulf Ironborn,Sailors,0.0
Ulf Ironborn,The Silver Nails,0.07743752308133622
Ulf Ironborn,Skovlander Refugees,-0.9193068483624101
Ulf Ironborn,Sparkwrights,0.0
Ulf Ironborn,Spirit Wardens,0.0
Ulf Ironborn,Ulf Ironborn,0.0
Ulf Ironborn,The Unseen,1.0
Ulf Ironborn,The Weeping Lady,0.03703243685873392
Ulf Ironborn,The Wraiths,0.0
Ulf Ironborn,The Players,1.25
The Unseen,The Billhooks,1.0
The Unseen,The Brigade,0.0
The Unseen,Bluecoats,0.0
The Unseen,Cabbies,0.0
The Unseen,The Church of the Ecstasy of the Flesh,1.0
The Unseen,The Circle of Flame,0.0
The Unseen,The Crows,0.0
The Unseen,Cyphers,-0.06256076283642653
The Unseen,Deathlands Scavengers,1.219672125505125
The Unseen,The Dimmer Sisters,1.0
The Unseen,Dockers,-0.5
The Unseen,The Fog Hounds,0.0
The Unseen,The Forgotten Gods,-1.0
The Unseen,The Foundation,-2.0
The Unseen,Gondoliers,0.0
The Unseen,The Gray Cloaks,0.0
The Unseen,The Grinders,2.0
The Unseen,The Hive,-1.0
The Unseen,The Horde,0.0
The Unseen,Imperial Military,-2.0
The Unseen,Ink Rakes,0.0
The Unseen,Inspectors,0.02797924843816163
The Unseen,Ironhook Prison,0.006866196004200575
The Unseen,The Lampblacks,0.0
The Unseen,Leviathan Hunters,-1.0
The Unseen,Lord Scurlock,0.0
The Unseen,The Lost,1.0
The Unseen,Ministry of Preservation,0.0
The Unseen,The Path of Echoes,0.0
The Unseen,Rail Jacks,-2.1407277065285846
The Unseen,The Reconciled,0.0
The Unseen,The Red Sashes,1.0
The Unseen,Sailors,-1.7855921144279465
The Unseen,The Silver Nails,0.008448421206522838
The Unseen,Skovlander Refugees,0.0
The Unseen,Sparkwrights,-0.8860233165133609
The Unseen,Spirit Wardens,0.0
The Unseen,Ulf Ironborn,0.0
The Unseen,The Unseen,0.0
The Unseen,The Weeping Lady,-1.0
The Unseen,The Wraiths,0.0
The Unseen,The Players,0.0
The Weeping Lady,The Billhooks,0.0
The Weeping Lady,The Brigade,-1.0
The Weeping Lady,Bluecoats,-1.0
The Weeping Lady,Cabbies,0.0
The Weeping Lady,The Church of the Ecstasy of the Flesh,1.0
The Weeping Lady,The Circle of Flame,0.0
The Weeping Lady,The Crows,0.0
The Weeping Lady,Cyphers,1.0
The Weeping Lady,Deathlands Scavengers,0.0
The Weeping Lady,The Dimmer Sisters,0.0
The Weeping Lady,Dockers,-1.0
The Weeping Lady,The Fog Hounds,0.0
The Weeping Lady,The Forgotten Gods,1.0
The Weeping Lady,The Foundation,0.0
The Weeping Lady,Gondoliers,1.0
The Weeping Lady,The Gray Cloaks,-1.0
The Weeping Lady,The Grinders,-1.0
The Weeping Lady,The Hive,-0.028232500570303132
The Weeping Lady,The Horde,0.0
The Weeping Lady,Imperial Military,-1.0
The Weeping Lady,Ink Rakes,1.1348272982638805
The Weeping Lady,Inspectors,0.0
The Weeping Lady,Ironhook Prison,0.0
The Weeping Lady,The Lampblacks,-1.0
The Weeping Lady,Leviathan Hunters,0.0
The Weeping Lady,Lord Scurlock,0.0
The Weeping Lady,The Lost,0.0
The Weeping Lady,Ministry of Preservation,0.0
The Weeping Lady,The Path of Echoes,0.0
The Weeping Lady,Rail Jacks,0.0
The Weeping Lady,The Reconciled,-1.1520144219532056
The Weeping Lady,The Red Sashes,0.0
The Weeping Lady,Sailors,0.0
The Weeping Lady,The Silver Nails,1.0
The Weeping Lady,Skovlander Refugees,-0.08069315163758994
The Weeping Lady,Sparkwrights,-0.8860233165133609
The Weeping Lady,Spirit Wardens,1.0027478104247107
The Weeping Lady,Ulf Ironborn,0.0
The Weeping Lady,The Unseen,0.0
The Weeping Lady,The Weeping Lady,0.0
The Weeping Lady,The Wraiths,1.0
The Weeping Lady,The Players,-1.5
The Wraiths,The Billhooks,0.5
The Wraiths,The Brigade,0.0
The Wraiths,Bluecoats,0.0
The Wraiths,Cabbies,1.0
The Wraiths,The Church of the Ecstasy of the Flesh,-1.0
The Wraiths,The Circle of Flame,0.0
The Wraiths,The Crows,0.0
The Wraiths,Cyphers,0.0
The Wraiths,Deathlands Scavengers,1.6098360627525625
The Wraiths,The Dimmer Sisters,0.0
The Wraiths,Dockers,0.75
The Wraiths,The Fog Hounds,0.0
The Wraiths,The Forgotten Gods,0.0
The Wraiths,The Foundation,0.0
The Wraiths,Gondoliers,0.0
The Wraiths,The Gray Cloaks,-1.0
The Wraiths,The Grinders,0.0
The Wraiths,The Hive,0.028232500570303132
The Wraiths,The Horde,0.0
The Wraiths,Imperial Military,0.0
The Wraiths,Ink Rakes,0.0
The Wraiths,Inspectors,0.0
The Wraiths,Ironhook Prison,-0.9965669019978998
The Wraiths,The Lampblacks,1.0
The Wraiths,Leviathan Hunters,1.0
The Wraiths,Lord Scurlock,0.0
The Wraiths,The Lost,0.0
The Wraiths,Ministry of Preservation,0.0
The Wraiths,The Path of Echoes,0.0
The Wraiths,Rail Jacks,-1.1558473052251346
The Wraiths,The Reconciled,0.15201442195320547
The Wraiths,The Red Sashes,2.0
The Wraiths,Sailors,-0.3927960572139733
The Wraiths,The Silver Nails,0.03871876154066811
The Wraiths,Skovlander Refugees,0.9193068483624101
The Wraiths,Sparkwrights,0.8860233165133609
The Wraiths,Spirit Wardens,-1.0
The Wraiths,Ulf Ironborn,2.0
The Wraiths,The Unseen,-0.08538549712117671
The Wraiths,The Weeping Lady,-0.03703243685873392
The Wraiths,The Wraiths,0.0
The Wraiths,The Players,-1.5
The Players,The Billhooks,0.0
The Players,The Brigade,0.0
The Players,Bluecoats,-1.0
The Players,Cabbies,0.0
The Players,The Church of the Ecstasy of the Flesh,0.0
The Players,The Circle of Flame,0.0
The Players,The Crows,0.0
The Players,Cyphers,0.0
The Players,Deathlands Scavengers,1.219672125505125
The Players,The Dimmer Sisters,0.0
The Players,Dockers,1.5
The Players,The Fog Hounds,0.0
The Players,The Forgotten Gods,0.0
The Players,The Foundation,0.0
The Players,Gondoliers,1.0
The Players,The Gray Cloaks,0.0
The Players,The Grinders,-1.0
The Players,The Hive,0.0
The Players,The Horde,0.0
The Players,Imperial Military,0.0
The Players,Ink Rakes,0.1348272982638805
The Players,Inspectors,1.0
The Players,Ironhook Prison,0.006866196004200575
The Players,The Lampblacks,0.0
The Players,Leviathan Hunters,-2.0
The Players,Lord Scurlock,0.0
The Players,The Lost,0.0
The Players,Ministry of Preservation,0.0
The Players,The Path of Echoes,0.0
The Players,Rail Jacks,-2.1558473052251346
The Players,The Reconciled,0.30402884390641094
The Players,The Red Sashes,0.0
The Players,Sailors,-0.3927960572139733
The Players,The Silver Nails,-0.019359380770334056
The Players,Skovlander Refugees,0.3227726065503598
The Players,Sparkwrights,0.0
The Players,Spirit Wardens,-0.002747810424710617
The Players,Ulf Ironborn,-1.0
The Players,The Unseen,-0.17077099424235342
The Players,The Weeping Lady,-2.8518702525650643
The Players,The Wraiths,0.0
The Players,The Players,0.0
